first_name,last_name,address,mobile,drivers_license,dob,age,home_owner,monthly_income,income_verified,employer,total_session_duration,avg_pages_per_session,bounce_rate_flag,scroll_depth_pct,repeat_visitor_count,device_switching,traffic_paid_pct,traffic_organic_pct,time_outside_hours_pct,time_step1,time_step2,time_step3,inter_step_latency,drop_off_step,form_edits,funnel_revisits,funnel_friction_score,email_open_rate,email_click_through_rate,time_to_first_email_open,sms_bounce_rate,sms_reply_rate,click_to_call_ratio,reply_sentiment_score,opt_out_flag,days_since_last_application,days_since_last_session,days_since_last_email_open,days_since_last_sms_reply,event_recency_bucket,frequency_last_30_days,inverse_recency_weight,recency_frequency_interaction,referral_code_used,geo_behavior_distance,support_chat_activity,credit_check_days_ago,risk_proxy_flag,converted
Linda,Ellis,"289 Brown Mount Apt. 119, Carterchester, SD 27642",(539)872-9351x568,zw641926,2003-02-17,22,1,1812.17,0,Price PLC,10.21,8.49,0,0.41,1,4,0.25,0.75,0.36,252.09,230.92,105.44,66.41,3,2,3,0.06,0.21,0.06,16.39,0.17,0.72,0.94,0.39,1,33,71,2,37,30–90 days,3,0.029411764705882353,0.08823529411764706,1,47.05,2,32,1,0
Robert,Greene,"65536 Wu Lock, Belindaberg, SD 69427",093.148.7617,gD449822,1969-06-29,55,1,1975.05,0,Kane PLC,109.84,1.28,0,0.55,3,5,0.61,0.39,0.22,69.96,190.27,47.19,35.5,3,1,2,0.84,0.33,0.1,169.46,0.05,0.39,0.61,0.51,0,80,5,8,31,30–90 days,5,0.012345679012345678,0.06172839506172839,1,45.13,6,18,1,0
Cristina,York,"988 Carrillo Neck Apt. 901, Donaldside, CT 60282",001-159-798-4242x776,vW624331,2001-04-17,24,1,3948.95,1,"Butler, Moody and Fleming",51.8,1.22,0,0.2,14,2,0.84,0.16,0.3,135.35,203.7,134.53,55.75,2,5,3,0.07,0.4,0.16,164.82,0.08,0.42,0.7,0.89,0,142,84,40,51,>90 days,8,0.006993006993006993,0.055944055944055944,0,13.72,3,9,0,1
Jamie,Williamson,"Unit 2132 Box 2671, DPO AE 91503",232-924-8212x78297,Ps860897,1995-12-14,29,0,4265.16,1,Abbott-Lopez,125.62,2.0,0,0.15,9,2,0.28,0.72,0.28,263.53,59.59,133.5,26.52,3,3,0,0.77,0.47,0.11,65.64,0.17,0.55,0.72,0.79,1,10,56,22,45,7–30 days,9,0.09090909090909091,0.8181818181818182,1,45.14,7,31,0,0
Scott,Williams,"489 Vaughn Fort, West Juan, ND 32074",+1-322-604-6074x88373,bZ956281,1977-04-24,48,0,3338.76,0,"Thomas, Carroll and Flores",45.19,4.39,1,0.2,12,1,0.44,0.56,0.68,269.52,205.52,69.3,112.26,1,2,1,0.26,0.15,0.02,101.85,0.02,0.14,0.3,-0.44,0,130,34,36,57,>90 days,10,0.007633587786259542,0.07633587786259542,0,30.41,9,0,0,0
Wendy,Figueroa,"347 Jennifer Village Suite 987, Paulborough, ME 85851",531-667-8056x338,od467538,1988-05-01,37,0,3564.78,0,"Baker, Beck and Alvarado",81.47,3.21,1,0.36,16,10,0.32,0.68,0.54,221.9,22.28,13.25,57.68,completed,2,0,0.13,0.66,0.12,78.48,0.04,0.55,0.12,-0.95,1,174,87,7,25,>90 days,6,0.005714285714285714,0.03428571428571429,0,3.03,5,9,0,1
Lisa,Nixon,"97803 Matthew Trail Suite 017, Ruizfurt, KS 95416",991-778-9154,jq532544,1977-07-30,47,1,2633.66,1,Poole-Nguyen,57.16,5.58,0,0.22,9,9,0.95,0.05,0.58,177.93,77.25,23.54,113.7,completed,2,0,0.31,0.44,0.06,150.81,0.01,0.83,0.14,0.77,1,83,72,8,13,30–90 days,1,0.011904761904761904,0.011904761904761904,1,36.62,5,51,0,0
Samuel,Lynch,"849 Rodney Shore, Nicholsborough, MN 51291",+1-899-229-0343,aT400567,1965-01-15,60,1,3237.64,0,Molina PLC,16.24,2.6,1,0.14,13,4,0.87,0.13,0.39,285.97,284.43,52.02,25.39,1,1,3,0.86,0.39,0.04,50.02,0.12,0.8,0.13,-0.78,0,5,26,10,24,<7 days,7,0.16666666666666666,1.1666666666666667,1,46.14,10,48,0,1
Leslie,Floyd,"2408 Watson Landing Suite 013, Cruzhaven, OR 77432",+1-266-096-1651x7178,BX939944,1999-02-09,26,1,3533.7,1,Smith-Schultz,132.97,4.86,0,0.12,10,10,0.98,0.02,0.38,277.3,280.56,80.14,96.8,1,2,0,0.43,0.92,0.26,134.23,0.09,0.23,0.2,-0.15,1,131,25,31,28,>90 days,7,0.007575757575757576,0.05303030303030303,1,37.9,4,36,1,1
Mary,Booker,"725 Nicole Road, West Rogerside, MD 56777",001-388-846-0542,FT027764,1997-03-25,28,1,4601.07,1,Terry Ltd,93.11,5.33,0,0.25,20,2,0.61,0.39,0.73,83.63,231.45,209.52,42.12,3,5,3,0.55,0.15,0.04,158.73,0.08,0.84,0.59,-0.62,0,10,65,21,29,7–30 days,4,0.09090909090909091,0.36363636363636365,0,29.26,7,33,0,1
Suzanne,Jackson,"85575 Stacy Canyon, Robertsland, SC 95575",7756847099,rB922083,1959-07-26,65,1,479.15,0,Buchanan-Holland,55.99,4.75,0,0.32,16,4,0.38,0.62,0.71,163.77,214.18,85.43,113.32,1,1,2,0.53,0.83,0.2,18.94,0.13,0.01,0.48,-0.61,0,133,54,18,36,>90 days,1,0.007462686567164179,0.007462686567164179,0,31.56,0,32,0,0
William,Hernandez,"029 Goodwin Pass Apt. 672, New Victor, SD 83747",+1-956-721-6415x260,VK332199,1997-01-08,28,1,2970.65,0,Kelly LLC,66.93,5.57,0,0.12,15,10,0.44,0.56,0.49,251.18,269.85,130.24,7.04,2,2,2,0.86,0.17,0.06,5.47,0.08,0.99,0.1,-0.15,0,128,2,7,47,>90 days,8,0.007751937984496124,0.06201550387596899,0,15.7,2,53,1,1
Stacy,Yoder,"USCGC Sanders, FPO AP 37244",396.233.0779,PD829420,2005-10-13,19,1,2816.46,1,"Arroyo, Scott and Murray",45.68,4.03,0,0.1,11,9,0.22,0.78,0.9,135.59,213.86,62.97,75.13,3,5,3,0.73,0.31,0.13,109.01,0.08,0.56,0.58,-0.67,1,87,23,13,11,30–90 days,2,0.011363636363636364,0.022727272727272728,1,20.44,10,6,1,0
Donald,Kramer,"9352 Erik Lock, Myersborough, UT 80960",1214100945,Hl144743,1995-03-05,30,0,1934.32,1,Martin-Goodman,9.03,5.34,1,0.33,4,0,0.55,0.45,0.14,125.59,88.51,299.81,40.46,1,5,3,0.88,0.68,0.16,98.29,0.17,0.88,0.16,-0.32,1,177,51,55,42,>90 days,10,0.0056179775280898875,0.056179775280898875,1,17.09,4,39,1,0
John,Brooks,"8493 David Port, South Melissashire, VT 55428",+1-970-243-7401x984,tJ892521,1968-07-16,56,1,3107.23,1,Gibson-Williams,33.03,4.43,0,0.05,3,2,0.85,0.15,0.65,15.18,72.71,30.15,70.59,1,0,1,0.76,0.11,0.05,100.44,0.14,0.97,0.08,0.8,0,4,89,12,54,<7 days,1,0.2,0.2,0,6.74,7,41,0,0
Patricia,Allen,"1001 Jennifer Isle, Port Jeffreyborough, NJ 57407",653-539-2432x3977,nB440917,1977-10-05,47,1,4062.17,0,"Williams, Nielsen and Smith",38.49,5.56,0,0.34,3,4,0.48,0.52,0.46,132.93,157.67,284.06,68.04,3,1,3,0.95,0.18,0.07,146.39,0.14,0.61,0.56,0.72,1,5,14,10,57,<7 days,3,0.16666666666666666,0.5,1,41.17,7,30,0,0
Christopher,Molina,"56443 Megan Landing, Lake Saraburgh, NM 78079",+1-757-819-8605x758,wW067030,1990-08-28,34,0,1476.83,0,Scott Group,32.11,4.89,1,0.13,10,9,0.44,0.56,0.17,93.13,236.63,53.96,79.42,3,0,2,0.92,0.68,0.29,20.51,0.05,0.89,0.72,0.28,0,26,80,54,45,7–30 days,7,0.037037037037037035,0.25925925925925924,1,33.36,7,47,1,1
Hannah,Barrett,"78891 Rebecca Springs Apt. 613, West Paula, ME 15090",(055)388-3388x515,lN608735,1971-02-11,54,1,2458.53,1,Savage Inc,46.15,7.11,0,0.17,17,9,0.8,0.2,0.51,47.91,72.37,200.31,49.28,3,1,0,0.84,0.95,0.4,68.58,0.16,0.35,0.17,-0.93,0,108,73,20,35,>90 days,2,0.009174311926605505,0.01834862385321101,1,19.59,10,26,1,1
Kenneth,Cohen,"850 Meghan Junctions, Lake Michaelberg, UT 57772",078-874-0520x06053,Ko843432,1960-10-11,64,1,2784.0,1,"Daugherty, Rodriguez and Butler",64.08,9.73,0,0.11,14,0,0.14,0.86,0.54,89.48,28.91,24.48,18.29,1,2,1,0.07,0.76,0.22,62.38,0.08,0.93,0.91,0.43,1,88,56,14,32,30–90 days,4,0.011235955056179775,0.0449438202247191,1,44.29,9,54,1,1
Donna,Warner,"5568 Mark Mountain Apt. 697, Lake Ianmouth, NC 85133",+1-689-228-4054x30154,hG015974,1977-05-17,48,1,1991.57,1,Fox Inc,11.07,6.61,0,0.29,14,10,0.73,0.27,0.32,39.05,112.2,126.86,6.9,2,3,1,0.81,0.36,0.12,14.24,0.03,0.89,0.61,0.9,0,72,88,47,5,30–90 days,8,0.0136986301369863,0.1095890410958904,0,49.94,2,12,0,0
Samantha,Evans,"9371 Sandra Station, North Carlview, SD 21544",290-696-8165x74927,LS966179,1976-08-24,48,0,1548.77,1,"Wood, Davis and Brown",22.07,9.99,0,0.3,16,4,0.83,0.17,0.65,16.14,107.64,51.9,31.79,1,1,0,0.91,0.04,0.01,56.41,0.12,0.53,0.22,-0.67,0,91,33,22,43,>90 days,3,0.010869565217391304,0.03260869565217391,0,12.22,8,2,0,1
Emily,Baker,"09081 Tracy Corner Suite 944, Jasonborough, AZ 06178",160-474-4463,yL816272,1974-06-28,50,0,1231.94,0,Duarte Group,50.76,5.17,0,0.09,4,8,0.57,0.43,0.72,279.12,85.73,107.11,58.39,1,3,2,0.93,0.9,0.12,24.62,0.1,0.11,0.35,-0.7,1,90,5,49,56,>90 days,9,0.01098901098901099,0.0989010989010989,1,31.98,2,54,0,0
Brian,Ortiz,"849 Denise Mountain, Karinamouth, MN 99700",790-838-3988x15812,xC265803,1988-09-10,36,1,4329.79,1,Gonzales-Hill,9.13,2.06,0,0.11,4,1,0.7,0.3,0.3,100.31,45.11,260.75,61.75,completed,4,0,0.57,0.57,0.15,35.46,0.15,0.13,0.1,0.42,0,42,80,7,55,30–90 days,4,0.023255813953488372,0.09302325581395349,1,10.84,2,46,1,0
Jay,Hendrix,"86519 Isabella Mission Suite 270, Wrightview, MO 16833",+1-088-769-6200x9605,ud039434,2005-02-24,20,1,2753.08,0,Lee Ltd,6.35,7.38,0,0.37,5,10,0.44,0.56,0.35,295.63,246.08,57.75,5.64,2,2,1,0.04,0.24,0.03,96.47,0.17,0.74,0.22,-0.2,0,51,56,26,49,30–90 days,1,0.019230769230769232,0.019230769230769232,0,25.64,7,21,1,0
Billy,Kaufman,"258 Shaw Corner, Lake Denise, HI 78938",(835)574-3856,eZ830557,1975-11-04,49,0,3428.35,1,Mata Ltd,66.76,5.58,0,0.4,12,6,0.63,0.37,0.31,25.13,12.97,16.43,5.96,2,5,1,0.11,0.24,0.05,177.64,0.06,0.13,0.55,0.72,0,135,53,50,14,>90 days,3,0.007352941176470588,0.022058823529411766,1,34.06,6,58,1,0
Christine,Barrett,"PSC 6843, Box 1025, APO AA 09418",+1-452-303-6416,oI196341,1979-03-20,46,1,3534.35,0,Novak Ltd,8.02,7.55,0,0.03,15,2,0.01,0.99,0.89,63.04,146.37,262.89,30.88,completed,5,0,0.48,0.13,0.03,32.71,0.07,0.37,0.99,0.99,0,86,40,25,49,30–90 days,3,0.011494252873563218,0.034482758620689655,1,6.18,0,25,0,0
Scott,Montoya,"0489 Johnston Brook Suite 749, Nicholasview, IL 19587",503.051.2340x6169,Na469806,1992-08-11,32,0,2551.09,0,Shaw Group,35.86,5.64,0,0.47,17,4,0.66,0.34,0.45,239.07,247.2,94.24,44.07,3,3,2,0.94,0.16,0.02,82.28,0.16,0.77,0.92,0.07,1,88,1,52,17,30–90 days,9,0.011235955056179775,0.10112359550561797,0,5.45,6,28,0,0
David,Stone,"9324 Baker Freeway Apt. 068, Cassandraborough, WA 19437",001-687-617-3277x9512,zC595461,1971-04-24,54,1,4396.76,1,"Wiggins, Gonzalez and Ewing",69.29,2.55,0,0.38,13,3,0.06,0.94,0.82,246.08,101.13,292.32,38.11,2,0,0,0.89,0.88,0.35,101.86,0.02,0.53,0.36,0.58,1,99,16,33,34,>90 days,5,0.01,0.05,0,38.03,1,32,1,1
Tasha,Kelly,"8518 Christina Flat, North Garyton, NJ 73729",(954)470-9873,ZM649215,1988-07-16,36,0,2604.95,0,Lee-Gonzales,62.95,1.19,0,0.1,1,8,0.94,0.06,0.74,133.74,194.13,258.33,61.42,2,1,2,0.22,0.17,0.02,129.56,0.02,0.24,0.3,0.12,1,129,14,46,3,>90 days,6,0.007692307692307693,0.046153846153846156,1,20.2,10,32,1,1
Lori,Perez,"25345 Robinson Squares, Sarashire, AR 17799",001-171-687-3233x31446,UQ082295,1988-08-12,36,0,2600.23,1,Jennings Ltd,56.34,5.49,0,0.22,10,9,0.12,0.88,0.15,292.71,207.54,131.06,85.7,completed,3,2,0.76,0.78,0.23,77.95,0.0,0.93,0.6,-0.59,0,148,72,45,57,>90 days,9,0.006711409395973154,0.06040268456375839,0,46.02,5,19,1,0
Heidi,Hunt,"727 Jessica Glens Suite 706, Woodsbury, AR 28753",212-931-4122,iH331535,1962-06-17,62,0,3636.91,1,Pham-Carr,33.76,3.08,0,0.3,17,3,0.57,0.43,0.16,57.16,122.53,63.83,96.11,completed,2,1,0.42,0.09,0.03,17.26,0.03,0.24,0.86,0.85,1,116,12,9,45,>90 days,7,0.008547008547008548,0.05982905982905983,1,41.4,1,5,0,0
Christopher,Jones,"PSC 3178, Box 6044, APO AE 71800",878-003-7936,Jk256011,2007-03-28,18,0,1775.61,1,"Sanford, Zamora and Jones",22.78,7.5,1,0.34,7,7,0.95,0.05,0.51,275.01,290.67,255.68,40.62,completed,2,3,0.2,0.55,0.15,158.12,0.02,0.26,0.75,-0.81,1,67,74,31,40,30–90 days,7,0.014705882352941176,0.10294117647058823,1,16.38,7,46,1,0
Sarah,Orr,"USS Guzman, FPO AE 87494",(462)456-5483,NG085455,1989-12-25,35,0,4542.55,0,"Stewart, Porter and Powers",12.71,8.75,0,0.19,16,7,0.0,1.0,0.53,41.08,123.6,180.89,36.7,1,5,0,0.18,0.77,0.37,18.98,0.03,0.96,0.04,0.96,0,116,60,2,47,>90 days,3,0.008547008547008548,0.02564102564102564,1,0.73,1,38,1,1
Corey,Vazquez,"38704 Andrews Drive Apt. 636, Janemouth, UT 87244",+1-150-444-0762x75902,MT494404,1987-06-05,37,1,2618.37,1,"Espinoza, Parrish and Jacobs",84.49,3.85,0,0.26,2,8,0.93,0.07,0.44,262.25,140.2,293.98,115.38,1,0,2,0.33,0.89,0.39,38.71,0.12,0.07,0.84,-0.65,1,95,38,18,31,>90 days,1,0.010416666666666666,0.010416666666666666,0,4.01,2,50,1,1
Karen,Robinson,"04606 Lori Corner Suite 543, Fraziertown, ND 36500",563.962.5121,GD175723,1971-12-26,53,1,4433.63,1,Shields-Oneill,7.02,9.77,0,0.03,7,2,0.34,0.66,0.71,167.73,264.29,167.63,32.4,3,0,0,0.85,0.56,0.1,112.61,0.07,0.84,0.45,0.45,1,17,5,26,30,7–30 days,10,0.05555555555555555,0.5555555555555556,1,5.23,9,28,1,0
Judith,Hernandez,"6772 Brandon Avenue, Melindaport, OH 75568",819-184-3125,xF130284,1978-08-07,46,1,3209.35,0,"Goodwin, Jimenez and Drake",48.28,2.44,0,0.61,5,8,0.51,0.49,0.75,136.75,45.93,173.69,114.51,3,3,3,0.79,0.58,0.21,167.57,0.09,0.33,0.98,0.73,0,83,11,51,39,30–90 days,10,0.011904761904761904,0.11904761904761904,1,16.49,6,14,1,1
Tiffany,Curry,"6777 Crystal Shoals Suite 758, Virginiaville, VT 53118",+1-182-035-4404,Hi142727,1959-08-13,65,0,608.92,1,Taylor-Fitzpatrick,19.99,9.62,0,0.21,9,10,0.76,0.24,0.56,191.42,25.0,71.2,13.55,completed,1,0,0.29,0.63,0.21,110.57,0.11,0.27,0.24,-0.73,1,143,82,7,41,>90 days,9,0.006944444444444444,0.0625,0,42.53,3,39,0,0
Richard,Williams,"962 Jennifer Bridge Suite 345, Sonyamouth, NY 35623",328.303.2310x371,jR817960,1962-10-02,62,0,1811.06,1,Proctor-Reed,69.14,8.86,0,0.07,17,0,0.8,0.2,0.34,255.79,230.09,96.15,54.05,completed,5,1,0.19,0.11,0.04,48.88,0.16,1.0,0.08,-0.05,0,70,26,15,53,30–90 days,10,0.014084507042253521,0.14084507042253522,1,40.2,1,51,1,1
Chris,Arnold,"54352 Nathaniel Overpass, South Edwin, WV 82383",+1-730-510-6817x1927,WA567610,1982-01-26,43,0,3671.27,1,Diaz and Sons,84.82,5.08,0,0.21,1,5,0.46,0.54,0.59,89.03,89.51,42.93,18.12,3,1,3,0.35,0.76,0.26,19.36,0.17,0.6,0.96,0.34,0,135,40,24,16,>90 days,2,0.007352941176470588,0.014705882352941176,0,9.17,1,34,0,1
Zachary,Marquez,"USS Roth, FPO AP 53470",(194)836-2699,Zb537086,2007-02-11,18,0,5156.35,1,"Cox, Perez and Stephens",36.66,1.13,0,0.36,3,2,0.67,0.33,0.58,95.39,13.96,32.52,50.04,2,3,1,0.15,0.38,0.13,98.96,0.05,0.34,0.61,0.72,0,157,41,11,1,>90 days,1,0.006329113924050633,0.006329113924050633,1,37.78,6,6,1,1
Elizabeth,Robinson,"23655 Kristine Parkway, Curtisport, MD 79025",8083893314,ck835844,2001-12-02,23,1,940.84,1,Hughes-Palmer,87.74,8.91,0,0.23,13,1,0.11,0.89,0.32,268.19,169.5,129.89,13.36,completed,1,1,0.71,0.7,0.24,92.34,0.09,0.59,0.23,0.88,0,126,65,48,32,>90 days,7,0.007874015748031496,0.05511811023622047,0,29.65,4,3,1,1
Sandra,Caldwell,"35356 Lee Way, East Tracey, OK 76517",+1-370-808-2390x089,hd677703,1984-09-09,40,1,2500.75,0,King PLC,6.88,2.45,0,0.07,16,0,0.76,0.24,0.15,13.65,270.48,178.59,45.46,3,5,1,0.23,0.62,0.19,178.5,0.2,0.64,0.44,-0.02,0,68,70,37,43,30–90 days,2,0.014492753623188406,0.028985507246376812,0,34.28,8,41,0,1
Janet,Obrien,"5404 Rebecca Mountains Suite 543, Petersonmouth, WV 63032",897-789-4672x87204,iP223032,2006-04-03,19,1,2701.85,1,Dixon-Gardner,27.7,1.66,0,0.5,3,10,0.08,0.92,0.54,88.67,188.33,293.38,17.8,1,1,2,0.21,0.47,0.23,139.15,0.18,0.33,0.99,-0.79,0,62,68,60,27,30–90 days,9,0.015873015873015872,0.14285714285714285,1,3.12,0,0,1,0
Robert,Lee,"43302 Walters Center, East Jillville, NE 39480",001-006-350-3928x19503,EW929570,1990-12-24,34,1,4123.43,0,Jackson Inc,81.07,5.82,0,0.04,1,0,0.82,0.18,0.89,129.2,231.38,38.93,94.34,3,2,2,0.37,0.04,0.01,110.31,0.02,0.92,0.08,0.86,1,89,80,13,37,30–90 days,9,0.011111111111111112,0.1,1,35.5,0,10,0,1
Harold,Mann,"42070 Brooks Causeway Suite 807, East Brandon, AK 51750",001-099-450-7108x84247,Gn836613,1972-01-04,53,1,1972.75,0,Figueroa Group,10.09,6.41,0,0.54,5,8,0.42,0.58,0.33,231.88,231.56,94.81,14.36,2,3,1,0.01,0.43,0.11,177.92,0.09,0.26,0.89,-0.02,1,174,43,40,16,>90 days,8,0.005714285714285714,0.045714285714285714,1,30.16,3,42,1,1
Eugene,Gibson,"3348 Morales Cliffs, East Donald, RI 26174",772.319.7294x67507,Kj581851,1981-05-15,44,1,2769.21,1,"Matthews, Marshall and Rose",25.05,6.31,0,0.35,1,2,0.96,0.04,0.24,218.7,188.2,207.11,45.39,completed,4,3,0.31,0.68,0.13,76.12,0.04,0.01,0.97,-0.14,0,2,86,11,26,<7 days,9,0.3333333333333333,3.0,1,48.48,6,34,0,0
Andrew,Torres,"664 Jennifer Forks, Kimshire, AZ 53533",555-888-9408x6187,ZX136857,1964-03-29,61,0,3258.89,0,Andrade PLC,19.04,8.11,0,0.48,15,10,0.96,0.04,0.37,40.62,64.62,155.14,96.22,completed,2,3,0.15,0.66,0.15,62.08,0.13,0.47,0.81,-0.69,1,99,22,53,49,>90 days,1,0.01,0.01,0,39.6,7,23,0,1
Jimmy,Barnett,"344 Scott Underpass, Ortegaside, WY 51662",+1-540-952-1414x722,oB936889,1991-03-24,34,0,3923.04,0,Shannon-Nguyen,67.43,3.94,0,0.42,9,10,0.46,0.54,0.72,107.83,193.6,24.56,75.0,2,1,0,0.15,0.83,0.2,51.4,0.17,0.05,0.4,-0.26,1,56,29,31,23,30–90 days,1,0.017543859649122806,0.017543859649122806,1,14.6,7,57,0,1
Lori,Marshall,"78632 Karen Road Suite 997, Melissaview, DC 80996",(236)306-8942x2585,sV112687,1994-05-16,31,1,3198.22,0,Castillo-Valenzuela,63.68,7.43,0,0.18,9,9,0.49,0.51,0.46,69.63,229.16,140.89,115.23,3,1,1,0.26,0.68,0.32,119.76,0.17,0.83,0.36,0.2,0,16,75,8,47,7–30 days,2,0.058823529411764705,0.11764705882352941,0,8.23,4,59,0,0
Jacqueline,Booth,"76048 Phelps Station Suite 005, Nicholasburgh, MD 08103",+1-171-700-8382,Ln504440,2004-03-24,21,1,1452.43,0,Taylor and Sons,58.32,5.75,0,0.2,1,10,0.1,0.9,0.19,176.21,236.48,116.33,117.46,2,5,3,0.43,0.15,0.04,122.55,0.17,0.46,0.59,-0.47,0,109,82,43,60,>90 days,1,0.00909090909090909,0.00909090909090909,1,32.47,6,54,1,1
Robert,Smith,"77836 Gardner Motorway, Rileyland, NV 03414",247.097.2752,OX640338,1963-10-04,61,1,3157.35,1,Richardson Inc,98.16,9.59,0,0.16,12,8,0.61,0.39,0.83,77.27,45.13,11.77,63.4,completed,5,1,1.0,0.69,0.15,157.96,0.16,0.02,0.82,-0.4,0,71,53,34,28,30–90 days,6,0.013888888888888888,0.08333333333333333,0,7.91,6,12,1,1
Tammy,Baker,"98346 Johnson Square, East Jessicaport, NE 73902",+1-660-698-2333x4261,Sg911776,1980-05-30,44,0,2823.87,0,"Potter, Robertson and Burns",11.01,3.6,0,0.11,14,1,0.14,0.86,0.54,185.57,214.6,207.26,38.62,1,1,1,0.33,0.68,0.16,39.06,0.07,0.27,0.09,0.66,1,79,8,40,40,30–90 days,2,0.0125,0.025,0,42.73,7,27,0,0
Megan,Fletcher,"01626 Collins Road Suite 730, West Josephton, MA 46581",645-755-6279x04537,yF667626,1965-01-30,60,1,2171.82,1,Smith-Garcia,81.53,1.58,0,0.3,8,1,0.13,0.87,0.16,297.73,200.12,167.21,93.03,3,1,2,0.84,0.81,0.09,34.44,0.13,0.38,0.98,0.33,0,85,66,50,15,30–90 days,2,0.011627906976744186,0.023255813953488372,1,47.85,1,40,1,0
Justin,Vazquez,"8116 Rodriguez Via Apt. 697, Amandafurt, IA 75030",967.430.8078,rY133325,1983-01-02,42,0,3379.7,0,"Mcdonald, Cook and Kim",38.88,9.91,0,0.47,2,6,0.99,0.01,0.44,185.18,25.82,254.24,79.54,2,5,0,0.4,0.02,0.01,3.27,0.0,0.62,0.19,-0.62,0,15,56,3,19,7–30 days,10,0.0625,0.625,1,32.84,1,6,0,0
Gregory,Cisneros,"886 Bailey Lakes Apt. 767, Justinville, ID 84064",158.263.4165x826,QR391350,1998-08-12,26,1,2859.72,1,Davis-Singleton,38.1,6.22,0,0.09,13,1,0.43,0.57,0.86,73.14,84.46,39.26,74.64,3,1,0,0.68,0.64,0.28,88.07,0.03,0.29,0.66,0.23,1,98,59,50,27,>90 days,10,0.010101010101010102,0.10101010101010101,0,26.78,5,41,0,0
Kathleen,Hays,"24218 Soto Squares Apt. 172, Mauricemouth, MI 19116",640-867-2894,hH015388,1966-02-04,59,1,4061.82,0,"Lee, Mcdaniel and Rodriguez",127.19,6.27,0,0.53,4,1,0.78,0.22,0.68,27.26,178.64,47.75,116.24,completed,4,0,0.81,0.11,0.02,107.41,0.07,0.03,0.54,-0.22,0,146,16,40,32,>90 days,5,0.006802721088435374,0.034013605442176874,1,5.5,6,30,1,1
Stephanie,Hoover,"7678 Shelby Falls Suite 321, Michaeltown, WA 26470",(399)463-8781x7381,dE986971,1996-03-17,29,0,3688.26,0,"Davis, Thomas and Faulkner",74.36,3.37,0,0.32,2,2,0.43,0.57,0.16,19.12,211.69,137.14,68.5,2,4,3,0.56,0.28,0.08,85.27,0.08,0.82,0.45,0.21,1,79,74,56,34,30–90 days,3,0.0125,0.0375,0,44.83,7,19,1,1
